Metadata_target_list,Metadata_target_list_split_compact
ALDH2|DLG4|GAMT|RNASE1,RNASE1
ERBB2,ERBB2
PTGIR,PTGIR
ICAM1|SELE,ICAM1
ICAM1|SELE,SELE
AHR|DHODH|PTK2B,AHR
AHR|DHODH|PTK2B,DHODH
AHR|DHODH|PTK2B,PTK2B
DYRK1B,DYRK1B
HSD11B1|RELA,HSD11B1
HSD11B1|RELA,RELA
SENP2|USP1|USP2|USP7,SENP2
SENP2|USP1|USP2|USP7,USP1
SENP2|USP1|USP2|USP7,USP2
SENP2|USP1|USP2|USP7,USP7
IL10|IL1B|IL6|TNF,IL10
IL10|IL1B|IL6|TNF,IL1B
IL10|IL1B|IL6|TNF,IL6
IL10|IL1B|IL6|TNF,TNF
ABL1|EGFR|HCK|KDR|MTOR|PDGFRA|PIK3CA|PIK3CB|PIK3CD|PIK3CG|PRKDC|SRC,ABL1
ABL1|EGFR|HCK|KDR|MTOR|PDGFRA|PIK3CA|PIK3CB|PIK3CD|PIK3CG|PRKDC|SRC,EGFR
ABL1|EGFR|HCK|KDR|MTOR|PDGFRA|PIK3CA|PIK3CB|PIK3CD|PIK3CG|PRKDC|SRC,HCK
ABL1|EGFR|HCK|KDR|MTOR|PDGFRA|PIK3CA|PIK3CB|PIK3CD|PIK3CG|PRKDC|SRC,KDR
ABL1|EGFR|HCK|KDR|MTOR|PDGFRA|PIK3CA|PIK3CB|PIK3CD|PIK3CG|PRKDC|SRC,MTOR
ABL1|EGFR|HCK|KDR|MTOR|PDGFRA|PIK3CA|PIK3CB|PIK3CD|PIK3CG|PRKDC|SRC,PDGFRA
ABL1|EGFR|HCK|KDR|MTOR|PDGFRA|PIK3CA|PIK3CB|PIK3CD|PIK3CG|PRKDC|SRC,PIK3CA
ABL1|EGFR|HCK|KDR|MTOR|PDGFRA|PIK3CA|PIK3CB|PIK3CD|PIK3CG|PRKDC|SRC,PIK3CB
ABL1|EGFR|HCK|KDR|MTOR|PDGFRA|PIK3CA|PIK3CB|PIK3CD|PIK3CG|PRKDC|SRC,PIK3CD
ABL1|EGFR|HCK|KDR|MTOR|PDGFRA|PIK3CA|PIK3CB|PIK3CD|PIK3CG|PRKDC|SRC,PIK3CG
ABL1|EGFR|HCK|KDR|MTOR|PDGFRA|PIK3CA|PIK3CB|PIK3CD|PIK3CG|PRKDC|SRC,PRKDC
ABL1|EGFR|HCK|KDR|MTOR|PDGFRA|PIK3CA|PIK3CB|PIK3CD|PIK3CG|PRKDC|SRC,SRC
ADAM28|ADAMTS5|MMP12|MMP16|MMP2|MMP8,ADAM28
ADAM28|ADAMTS5|MMP12|MMP16|MMP2|MMP8,ADAMTS5
ADAM28|ADAMTS5|MMP12|MMP16|MMP2|MMP8,MMP12
ADAM28|ADAMTS5|MMP12|MMP16|MMP2|MMP8,MMP16
ADAM28|ADAMTS5|MMP12|MMP16|MMP2|MMP8,MMP2
ADAM28|ADAMTS5|MMP12|MMP16|MMP2|MMP8,MMP8
CHEK1|CHEK2,CHEK1
CHEK1|CHEK2,CHEK2
CSF1R|FLT1|FLT3|FLT4|KDR|KIT|PDGFRA|PDGFRB,CSF1R
CSF1R|FLT1|FLT3|FLT4|KDR|KIT|PDGFRA|PDGFRB,FLT1
CSF1R|FLT1|FLT3|FLT4|KDR|KIT|PDGFRA|PDGFRB,FLT3
CSF1R|FLT1|FLT3|FLT4|KDR|KIT|PDGFRA|PDGFRB,FLT4
CSF1R|FLT1|FLT3|FLT4|KDR|KIT|PDGFRA|PDGFRB,KDR
CSF1R|FLT1|FLT3|FLT4|KDR|KIT|PDGFRA|PDGFRB,KIT
CSF1R|FLT1|FLT3|FLT4|KDR|KIT|PDGFRA|PDGFRB,PDGFRA
CSF1R|FLT1|FLT3|FLT4|KDR|KIT|PDGFRA|PDGFRB,PDGFRB
ASIC1|PKD2L1|SCNN1A|SCNN1B|SCNN1D|SCNN1G|SLC8A1,ASIC1
ASIC1|PKD2L1|SCNN1A|SCNN1B|SCNN1D|SCNN1G|SLC8A1,PKD2L1
ASIC1|PKD2L1|SCNN1A|SCNN1B|SCNN1D|SCNN1G|SLC8A1,SCNN1A
ASIC1|PKD2L1|SCNN1A|SCNN1B|SCNN1D|SCNN1G|SLC8A1,SCNN1B
ASIC1|PKD2L1|SCNN1A|SCNN1B|SCNN1D|SCNN1G|SLC8A1,SCNN1D
ASIC1|PKD2L1|SCNN1A|SCNN1B|SCNN1D|SCNN1G|SLC8A1,SCNN1G
ASIC1|PKD2L1|SCNN1A|SCNN1B|SCNN1D|SCNN1G|SLC8A1,SLC8A1
ABL1|BCR,ABL1
ABL1|BCR,BCR
BTK|YES1,BTK
BTK|YES1,YES1
DYRK1A|DYRK1B,DYRK1A
DYRK1A|DYRK1B,DYRK1B
PDPK1,PDPK1
BRAF|FLT3|KIT|PDGFRB,BRAF
BRAF|FLT3|KIT|PDGFRB,FLT3
BRAF|FLT3|KIT|PDGFRB,KIT
BRAF|FLT3|KIT|PDGFRB,PDGFRB
CTSG,CTSG
FLT3|MERTK,FLT3
FLT3|MERTK,MERTK
ADA,ADA
CCR1,CCR1
SCNN1A|SCNN1B|SCNN1D|SCNN1G,SCNN1A
SCNN1A|SCNN1B|SCNN1D|SCNN1G,SCNN1B
SCNN1A|SCNN1B|SCNN1D|SCNN1G,SCNN1D
SCNN1A|SCNN1B|SCNN1D|SCNN1G,SCNN1G
AKR1C1|PTGS1|PTGS2,AKR1C1
AKR1C1|PTGS1|PTGS2,PTGS1
AKR1C1|PTGS1|PTGS2,PTGS2
PRKCA|PRKCB|PRKCD|PRKCE|PRKCG,PRKCA
PRKCA|PRKCB|PRKCD|PRKCE|PRKCG,PRKCB
PRKCA|PRKCB|PRKCD|PRKCE|PRKCG,PRKCD
PRKCA|PRKCB|PRKCD|PRKCE|PRKCG,PRKCE
PRKCA|PRKCB|PRKCD|PRKCE|PRKCG,PRKCG
PTK2|PTK2B,PTK2
PTK2|PTK2B,PTK2B
USP1,USP1
KCNMA1,KCNMA1
ABL1|LCK|LYN|RIPK2|SRC,ABL1
ABL1|LCK|LYN|RIPK2|SRC,LCK
ABL1|LCK|LYN|RIPK2|SRC,LYN
ABL1|LCK|LYN|RIPK2|SRC,RIPK2
ABL1|LCK|LYN|RIPK2|SRC,SRC
CYP3A4,CYP3A4
CLK1|CLK4|DYRK1A|DYRK1B,CLK1
CLK1|CLK4|DYRK1A|DYRK1B,CLK4
CLK1|CLK4|DYRK1A|DYRK1B,DYRK1A
CLK1|CLK4|DYRK1A|DYRK1B,DYRK1B
AOC1|ASIC1|ASIC2|ASIC3|PKD2|PKD2L1|PLAU|SCNN1A|SCNN1B|SCNN1D|SCNN1G|SLC9A1|TRPC7|TRPV2,AOC1
AOC1|ASIC1|ASIC2|ASIC3|PKD2|PKD2L1|PLAU|SCNN1A|SCNN1B|SCNN1D|SCNN1G|SLC9A1|TRPC7|TRPV2,ASIC1
AOC1|ASIC1|ASIC2|ASIC3|PKD2|PKD2L1|PLAU|SCNN1A|SCNN1B|SCNN1D|SCNN1G|SLC9A1|TRPC7|TRPV2,ASIC2
AOC1|ASIC1|ASIC2|ASIC3|PKD2|PKD2L1|PLAU|SCNN1A|SCNN1B|SCNN1D|SCNN1G|SLC9A1|TRPC7|TRPV2,ASIC3
AOC1|ASIC1|ASIC2|ASIC3|PKD2|PKD2L1|PLAU|SCNN1A|SCNN1B|SCNN1D|SCNN1G|SLC9A1|TRPC7|TRPV2,PKD2
AOC1|ASIC1|ASIC2|ASIC3|PKD2|PKD2L1|PLAU|SCNN1A|SCNN1B|SCNN1D|SCNN1G|SLC9A1|TRPC7|TRPV2,PKD2L1
AOC1|ASIC1|ASIC2|ASIC3|PKD2|PKD2L1|PLAU|SCNN1A|SCNN1B|SCNN1D|SCNN1G|SLC9A1|TRPC7|TRPV2,PLAU
AOC1|ASIC1|ASIC2|ASIC3|PKD2|PKD2L1|PLAU|SCNN1A|SCNN1B|SCNN1D|SCNN1G|SLC9A1|TRPC7|TRPV2,SCNN1A
AOC1|ASIC1|ASIC2|ASIC3|PKD2|PKD2L1|PLAU|SCNN1A|SCNN1B|SCNN1D|SCNN1G|SLC9A1|TRPC7|TRPV2,SCNN1B
AOC1|ASIC1|ASIC2|ASIC3|PKD2|PKD2L1|PLAU|SCNN1A|SCNN1B|SCNN1D|SCNN1G|SLC9A1|TRPC7|TRPV2,SCNN1D
AOC1|ASIC1|ASIC2|ASIC3|PKD2|PKD2L1|PLAU|SCNN1A|SCNN1B|SCNN1D|SCNN1G|SLC9A1|TRPC7|TRPV2,SCNN1G
AOC1|ASIC1|ASIC2|ASIC3|PKD2|PKD2L1|PLAU|SCNN1A|SCNN1B|SCNN1D|SCNN1G|SLC9A1|TRPC7|TRPV2,SLC9A1
AOC1|ASIC1|ASIC2|ASIC3|PKD2|PKD2L1|PLAU|SCNN1A|SCNN1B|SCNN1D|SCNN1G|SLC9A1|TRPC7|TRPV2,TRPC7
AOC1|ASIC1|ASIC2|ASIC3|PKD2|PKD2L1|PLAU|SCNN1A|SCNN1B|SCNN1D|SCNN1G|SLC9A1|TRPC7|TRPV2,TRPV2
ANO1|CLCN1|CLCNKA|CLCNKB|KCNQ1|PLA2G1B|PLA2G4A|PTGS1|PTGS2|UGT1A9,ANO1
ANO1|CLCN1|CLCNKA|CLCNKB|KCNQ1|PLA2G1B|PLA2G4A|PTGS1|PTGS2|UGT1A9,CLCN1
ANO1|CLCN1|CLCNKA|CLCNKB|KCNQ1|PLA2G1B|PLA2G4A|PTGS1|PTGS2|UGT1A9,CLCNKA
ANO1|CLCN1|CLCNKA|CLCNKB|KCNQ1|PLA2G1B|PLA2G4A|PTGS1|PTGS2|UGT1A9,CLCNKB
ANO1|CLCN1|CLCNKA|CLCNKB|KCNQ1|PLA2G1B|PLA2G4A|PTGS1|PTGS2|UGT1A9,KCNQ1
ANO1|CLCN1|CLCNKA|CLCNKB|KCNQ1|PLA2G1B|PLA2G4A|PTGS1|PTGS2|UGT1A9,PLA2G1B
ANO1|CLCN1|CLCNKA|CLCNKB|KCNQ1|PLA2G1B|PLA2G4A|PTGS1|PTGS2|UGT1A9,PLA2G4A
ANO1|CLCN1|CLCNKA|CLCNKB|KCNQ1|PLA2G1B|PLA2G4A|PTGS1|PTGS2|UGT1A9,PTGS1
ANO1|CLCN1|CLCNKA|CLCNKB|KCNQ1|PLA2G1B|PLA2G4A|PTGS1|PTGS2|UGT1A9,PTGS2
ANO1|CLCN1|CLCNKA|CLCNKB|KCNQ1|PLA2G1B|PLA2G4A|PTGS1|PTGS2|UGT1A9,UGT1A9
FLT1|FLT4|KDR|KIT,FLT1
FLT1|FLT4|KDR|KIT,FLT4
FLT1|FLT4|KDR|KIT,KDR
FLT1|FLT4|KDR|KIT,KIT
